gene_id	Op_Prot_Nat_A	Op_Prot_Nat_B	Op_Prot_Nat_C	Tr_Prot_Nat_A	Tr_Prot_Nat_B	Tr_Prot_Nat_C	Tr_Prot_Alk_A	Tr_Prot_Alk_B	Tr_Prot_Alk_C
evm.model.scaffold33.125	9.46	9.66	9.04	7.22	9.61	8.07	6.52	10.41	7.72
evm.model.scaffold33.124	7.3	4.84	5.37	9.88	6.3	7.16	10.65	7.42	9.35
evm.model.scaffold33.123	37.74	35.29	33.92	33.9	37.2	32.12	44.11	31.27	31.46
evm.model.scaffold33.122	38.57	35.98	33.44	39.78	39.16	34.09	38.58	29.27	34.08
evm.model.scaffold33.121	3.61	4.09	4.16	4.86	5.36	4.49	4.58	6.49	5.16
evm.model.scaffold33.120	0	3.27	1.52	2.62	8.05	4.08	5.9	16.39	7.48
evm.model.scaffold33.12	123.32	79.92	116.18	110.58	98.17	103.73	108.4	130.1	143.16
evm.model.scaffold33.119	0.04	4.86	1.65	3.51	10.81	4.74	6.6	26.1	9.07
evm.model.scaffold33.118	1.8	1.52	1.55	1.87	1.26	1.09	0.99	2.09	1.96
evm.model.scaffold33.117	1.97	2.37	1.06	2.48	1.51	0.54	1.57	0.98	0.72
evm.model.scaffold33.116	0	0	0	0	0.09	0	0	0.13	0
evm.model.scaffold33.115	102.63	76.79	65.31	64.66	52.49	40.85	51.96	41.72	52.51
evm.model.scaffold33.114	9.51	11.61	9.39	9.31	10.63	9.29	13.04	11.41	10.98
evm.model.scaffold33.113	4.31	5.06	4.23	5.55	4.68	3.7	3.63	4.52	4.92
evm.model.scaffold33.112	25.84	26.35	25.22	33.16	31.6	26.77	23.89	31.39	27.3
evm.model.scaffold33.111	6.42	9.52	7.94	11.52	10.86	9.44	8.19	13.25	11.64
evm.model.scaffold33.110	0	0.21	0.48	0.95	1.78	0.99	1.81	3.49	1.93
evm.model.scaffold33.11	14.77	18.31	15.5	25.62	13.89	13.11	13.51	20.76	12.64
evm.model.scaffold33.109	0	1.15	0.37	0.98	2.07	1.26	1.6	4.47	2.49
evm.model.scaffold33.108	285.62	329.09	271.21	328.29	343.2	268.14	292.14	333	324.67
evm.model.scaffold33.107	0	0.74	0.36	0.44	0.78	0.53	0.63	1.46	1.29
evm.model.scaffold33.106	78.85	61.15	48.98	272.48	114.55	220.78	350.96	227.69	380.62
evm.model.scaffold33.105	21.88	15.75	6.96	29.18	27.77	23.22	80.5	63.44	57.7
evm.model.scaffold33.104	37.9	44.38	36.91	96.32	28.18	70.27	39.85	37.65	35.72
evm.model.scaffold33.103	1251.98	1683.43	1249.77	1474.76	1491.82	1445.87	1342.68	1358.24	1839.27
evm.model.scaffold33.102	37.9	50.1	39.7	38.01	56.46	34.47	35.37	52.32	32.54
evm.model.scaffold33.101	359.32	347.68	334.96	600.66	492.97	358.01	314.9	421.02	297.02
evm.model.scaffold33.100	348.58	345.3	324.84	349.84	368.37	312.25	310.25	372.25	360.74
evm.model.scaffold33.10	3.76	2.66	2.34	4.29	3.44	2.22	3.95	2.78	2.58
evm.model.scaffold33.1	12.88	19.16	12.19	18.96	12.3	15.09	16.8	24.69	11.86
evm.model.scaffold327.1	15.48	16.26	16	19.31	11.47	25.01	17.55	15.16	18.1
evm.model.scaffold326.1	0.09	2.91	1.47	2.5	6.96	3.76	6.06	14.93	7.35
evm.model.scaffold323.1	0	0	0	0	0	0	0	0	0
evm.model.scaffold322.1	4.58	4.4	5.06	4.31	4.44	3.48	2.66	4.26	3.88
evm.model.scaffold32.9	3.03	3.75	2.78	7.44	7.83	8.18	9.43	29.52	13.21
evm.model.scaffold32.88	0.03	4.48	2.39	3.96	12.2	5.29	6.62	24.03	10.44
evm.model.scaffold32.87	0.18	0.54	0.53	0.84	0.5	0.48	0.39	0.81	0.52
evm.model.scaffold32.86	38.98	26.99	38.34	47.3	39.59	29.36	52.83	51.9	57.72
evm.model.scaffold32.85	0	0	0.1	0	0.12	0.16	0	0.11	0
evm.model.scaffold32.84	218.02	234.81	206.49	389.37	361.42	301.21	219.26	256.78	288.19
evm.model.scaffold32.83	69.74	76.13	67.12	89.81	93.54	68.42	65.36	92.93	65.25
evm.model.scaffold32.82	10.8	14.37	10.74	16.9	18.48	14.93	14.6	17.5	17.3
evm.model.scaffold32.81	34.75	45.11	39.43	52.7	59.27	40.51	30.48	58.93	39.79
evm.model.scaffold32.80	9.67	9.4	8.32	10.99	13.03	9.02	10.18	14.97	12.37
evm.model.scaffold32.8	0	0	0	0	0.18	0	0	0	0.07
evm.model.scaffold32.79	3.17	2.15	1.76	3.08	3.38	3.11	3.7	3.06	2.74
evm.model.scaffold32.78	58.32	60.73	47.81	48.97	55.35	50.35	66.37	55.85	50.69
evm.model.scaffold32.77	25.22	27.91	26.02	24.41	28.49	29.7	29.07	28.53	31.31
evm.model.scaffold32.76	54.42	61.53	45.16	50.61	69.47	44.96	53.82	57.75	45.2
evm.model.scaffold32.75	27.79	21.93	24.08	32.5	25.46	19.64	14.17	27.62	24.5
evm.model.scaffold32.74	0	0	0	0	1	0	0	0	0
evm.model.scaffold32.73	1.02	1.11	0.96	1.14	0.66	0.92	0.5	0.73	1.07
evm.model.scaffold32.72	4.1	3.69	3.25	4.09	4.29	3.25	4.22	4.3	3.14
evm.model.scaffold32.71	2.94	2.62	2.74	2.83	2.42	2.54	2.42	2.72	2.7
evm.model.scaffold32.70	0.02	0.03	0.04	0	0	0.02	0.02	0.05	0.02
evm.model.scaffold32.7	0	0	0	0	0	0.05	0	0	0
evm.model.scaffold32.69	36.8	33.03	31.5	28.77	28.4	33.1	33.48	28.61	27.02
evm.model.scaffold32.68	0.64	2.69	2.22	1.96	4.68	2.66	2.73	8.37	5.03
evm.model.scaffold32.67	1.33	1.4	1.4	1.07	1.17	1.12	0.79	1.27	1.26
evm.model.scaffold32.66	0.09	1.56	0.64	1.32	3.5	1.57	2.75	7.16	2.9
evm.model.scaffold32.65	11.66	10.24	9.45	11.61	15.33	9.7	10.01	13.89	14.09
evm.model.scaffold32.64	29.08	24.47	25.96	34.94	35.38	27.98	25.01	39.43	27.62
evm.model.scaffold32.63	13.4	11.26	10.18	14.04	16.03	10.91	13.1	14.35	13.56
evm.model.scaffold32.62	14.01	14.07	12.12	19.38	21.89	15.93	14.78	21.02	17.52
evm.model.scaffold32.61	20.81	21.55	21.32	21.58	20.13	23.18	24.75	22.5	20.57
evm.model.scaffold32.60	56.04	54.42	70.59	61.89	41.97	100.37	66.29	66.99	75.21
evm.model.scaffold32.6	5.6	3.6	4.12	6.29	4.84	3.13	2.34	6.04	5.06
evm.model.scaffold32.59	9.3	11.48	10.25	12.09	15.64	11.07	10.07	16.23	12.3
evm.model.scaffold32.58	52.51	50.73	46.49	66.72	70.11	57.33	59.17	75.78	66.1
evm.model.scaffold32.57	2.48	4.81	3.55	5.75	9.26	4.55	6.72	10.59	7.77
evm.model.scaffold32.56	2.47	3.71	3.36	4.84	6.73	4.03	3.92	9.62	4.01
evm.model.scaffold32.55	15.64	15.85	15.29	19.28	21.15	15.14	12.26	18.09	15.01
evm.model.scaffold32.54	21.99	25.93	23.43	35.97	28.7	29.18	20.44	26.15	22.29
evm.model.scaffold32.53	15.46	13.15	20.44	22.83	22.65	14.4	10.69	24	11.36
evm.model.scaffold32.52	16.86	15.67	15.82	20.39	20.77	16.65	16.41	22.6	18.56
evm.model.scaffold32.51	56.88	68.32	62.3	73.87	76.65	68.03	56.79	74.5	54.09
evm.model.scaffold32.50	7.32	13.59	12.03	15.06	29.25	14.05	15.47	40.32	20.09
evm.model.scaffold32.5	1.06	11.92	0.59	4.29	11.92	2.48	1.96	0.56	2.97
evm.model.scaffold32.49	115.42	99.45	137.38	194.21	38.37	203.93	363.96	100.16	316.11
evm.model.scaffold32.48	3.81	3.91	3.79	3.86	3.64	3.69	4.09	4.06	6.02
evm.model.scaffold32.47	16.87	23.13	14.44	8.3	15.08	17.15	19.14	15.72	18.47
evm.model.scaffold32.46	9.68	10.1	7.37	13.55	11.97	9.74	8.21	12.14	9.93
evm.model.scaffold32.45	3.79	4.15	4.12	3.91	4.45	3.53	2.81	5.62	4.15
evm.model.scaffold32.44	4.9	9.43	7.78	9.61	12.34	16.44	16.26	24.2	16.37
evm.model.scaffold32.43	21.31	11.49	8.22	11.35	9.62	5.85	35.26	8.31	11.68
evm.model.scaffold32.42	6.95	5.99	7.63	8.66	8.67	6.96	5.93	6.93	5.89
evm.model.scaffold32.41	0.22	12.95	7.26	11.17	41.92	13.86	23.91	71.56	26.34
evm.model.scaffold32.40	35.74	38.09	33.7	47.09	52.08	34.86	33.14	52.51	36.39
evm.model.scaffold32.4	8.88	7.71	8.22	11.08	3.91	12.73	11.12	7.46	6.79
evm.model.scaffold32.39	23.65	21.84	21.63	27.19	29.83	21.9	19.42	29.07	19.51
evm.model.scaffold32.38	0.11	0.33	0.24	0.31	0.5	0.19	0.36	0.92	0.23
evm.model.scaffold32.37	0.29	0.15	0.12	0.17	0.6	0.12	0.33	0.57	0.29
evm.model.scaffold32.36	0.14	0.18	0.08	0.08	0.53	0.15	0.12	0.53	0.19
evm.model.scaffold32.35	0	0.11	0.06	0.12	0.43	0.1	0.11	0.57	0.08
evm.model.scaffold32.34	0.02	0.61	0.42	0.75	1.94	0.8	1.21	2.32	1.53
evm.model.scaffold32.33	52.62	65.25	53.41	49.68	44.88	69.46	70.97	59.83	55.6
evm.model.scaffold32.32	11.52	10.14	12.6	12.64	9.56	10.4	6.03	10.79	9.65
evm.model.scaffold32.31	43.12	44.64	52.38	102.73	55.02	34.59	36.79	73.86	27.08
evm.model.scaffold32.30	19.61	18.72	21.63	22.63	21.38	19.52	14.58	26.53	19.4
evm.model.scaffold32.3	20.4	16.48	15.67	39.83	8.22	36.06	21.68	23.53	10.91
evm.model.scaffold32.29	19.88	13.24	15.46	18.5	16.19	15.29	13.99	10.19	14.37
evm.model.scaffold32.28	31.59	17.02	7.26	24.85	28.87	3.77	21.94	171.82	26.58
evm.model.scaffold32.27	11.38	8.1	8.08	13.58	11.92	6.66	9.36	11.22	11.85
evm.model.scaffold32.26	14.75	13.49	17.19	21.56	19.25	11.63	10.41	18.45	14.22
evm.model.scaffold32.25	6.71	5.09	5.16	9.62	7.89	5.5	6.5	8.77	8.7
evm.model.scaffold32.24	63.34	56.88	62.63	67.61	76.45	62.81	57.5	82.93	66.46
evm.model.scaffold32.23	68.85	195.95	75.78	9.66	58.98	37.14	65.48	24.75	43.21
evm.model.scaffold32.22	0.15	0.06	0.05	0.07	0	0.11	0.32	0	0
evm.model.scaffold32.21	4.67	4.62	4.75	6.33	5.81	5.43	4.12	5.24	5.81
evm.model.scaffold32.20	0	0	0	0	0	0	0	0	0
evm.model.scaffold32.2	103.57	136.07	125.22	199.77	86.17	225.44	130.19	193.26	92.04
evm.model.scaffold32.19	0	0.31	0.2	0.31	1.24	0.49	0.75	2.71	1.12
evm.model.scaffold32.18	0	2.92	1.56	3.27	8.66	3.7	4.76	15.69	6.57
evm.model.scaffold32.17	11.44	11.39	10.34	17.82	8.33	12.66	12.63	13.04	9.51
evm.model.scaffold32.16	21.07	23.05	27.29	26.23	17.53	18.82	17.59	30.32	24.28
evm.model.scaffold32.15	17.05	16.4	16.3	18.55	18.44	16.57	17.07	22.91	17.02
evm.model.scaffold32.14	16.08	17.51	15.89	21.04	23.94	18.16	17.05	23.94	20.84
evm.model.scaffold32.13	10.81	11.36	9.68	13.44	15.9	10.62	10.56	15.86	13.05
evm.model.scaffold32.12	14.54	16.3	13.51	15.69	20.29	14.87	14.02	17.04	14.32
evm.model.scaffold32.11	73.89	68.05	71.26	82.1	82.43	70.62	70.76	83.5	77.61
evm.model.scaffold32.10	1.19	1.73	1.95	3.21	2.29	1.14	1.59	4.44	1.07
evm.model.scaffold32.1	0.22	0.86	0.31	0.25	0.09	0.52	0.34	0.55	0.19
evm.model.scaffold318.1	0	0.14	0.04	0.2	0.13	0.02	0.04	0.25	0.14
evm.model.scaffold317.1	0	0	0	0	0	0	0	0	0
evm.model.scaffold315.1	20.59	15.61	15.82	24.54	22.56	14.44	15.03	21.37	14.71
evm.model.scaffold313.1	25.74	18.71	28.16	35.41	24.08	30	20.79	32.59	14.58
evm.model.scaffold311.1	0	0.21	0	0	0	0	0.18	0.18	0
evm.model.scaffold31.99	0	0.15	0	0	0	0.13	0.13	0	0.24
evm.model.scaffold31.98	0.07	0.45	0.07	0	0	0.12	0.08	0.16	0.14
evm.model.scaffold31.97	6.08	5.6	5.67	7.42	7.2	6.27	5.18	7.99	6.56
evm.model.scaffold31.96	40.09	51.24	40.35	41.83	60.21	40.29	33.01	54.11	44.63
evm.model.scaffold31.95	0	0	0	0	0	0	0	0	0
evm.model.scaffold31.94	46.73	39.09	36.74	41.68	44.02	30.14	32.95	49.85	34.4
evm.model.scaffold31.93	3.41	2.37	2.07	3.68	2.82	2.52	3.45	2.92	3.34
evm.model.scaffold31.92	0.29	0.54	0.33	0.37	0.31	0.26	0.44	0.19	0.41
evm.model.scaffold31.91	0.04	0.15	0.04	0.11	0.05	0.08	0.13	0.04	0.11
evm.model.scaffold31.90	148.08	136.4	138.74	108.99	143	110.51	119.06	91.42	100.34
evm.model.scaffold31.9	8.88	18.48	11.22	6.93	2.86	20.6	33.22	16.48	14.56
evm.model.scaffold31.89	26.21	22.91	22.32	33.7	31.88	25.58	21.72	28.38	24.71
evm.model.scaffold31.88	1.97	24.8	12.29	21.67	53.94	28.65	39.66	111.46	49.75
evm.model.scaffold31.87	0.38	30.67	15.25	30.55	76.36	38.82	55.14	164.62	72.21
evm.model.scaffold31.86	0.49	0.55	0.51	0.91	1	0.35	0.72	0.73	0.77
evm.model.scaffold31.85	34.08	39.4	32.54	36.06	40.9	38.7	39.62	39.29	39.42
evm.model.scaffold31.84	3255.86	2928.41	2966.06	3508.96	3177.77	2948.24	3177.18	3315.83	3629.71
evm.model.scaffold31.83	23.9	20.47	19.66	30.82	27.87	21.2	20.28	29.8	21.95
evm.model.scaffold31.82	18.31	21.25	20.02	16.26	18.08	19.04	18.08	13.14	13.8
evm.model.scaffold31.81	15.78	19.96	20.11	14.74	12.99	19.74	15.25	14.09	10.87
evm.model.scaffold31.80	52.84	57.96	61.81	41.76	49.18	65.15	55.69	52.86	66.1
evm.model.scaffold31.8	11.17	23.92	15.51	15.77	0.72	39.22	50.54	11.43	18.72
evm.model.scaffold31.79	44.78	43.9	44.95	49.84	47.45	49.87	39.22	46.19	37.11
evm.model.scaffold31.78	81.96	107.63	93.77	90.47	109.98	101.07	80.3	104.23	96.16
evm.model.scaffold31.77	14.14	15.77	13.82	18.26	19.53	14.08	11.96	21.39	14.11
evm.model.scaffold31.76	21.38	18.58	20.85	28.87	21.89	25.88	19.27	24.47	22.17
evm.model.scaffold31.75	6.15	5.39	5.47	8.13	9.17	6.02	6.51	9.06	7.56
evm.model.scaffold31.74	15.89	13.88	10.45	16.67	17.22	13.39	17.47	19.87	22.43
evm.model.scaffold31.73	157.79	172.57	148.11	130.62	153.38	151.75	156.47	146.03	164.15
evm.model.scaffold31.72	76.78	79.92	81.11	119.37	112.12	112.01	71.02	133.45	83.32
evm.model.scaffold31.71	259.59	222.93	230.37	291.51	290.05	251.43	243.78	285.06	273.52
evm.model.scaffold31.70	41.83	39.73	41.18	54.24	56.95	42.28	35.56	50.63	42.34
evm.model.scaffold31.7	7.86	9.99	8.07	2.64	8.76	5.45	7.41	7.52	4.94
evm.model.scaffold31.69	1.21	0.9	1.25	2.89	1.51	0.87	0.99	1.83	1.87
evm.model.scaffold31.68	0.02	0.07	0	0.11	0.23	0.01	0.08	0.06	0.04
evm.model.scaffold31.67	17.39	17.7	14.84	15.28	22.06	17.65	16.05	24.48	14.69
evm.model.scaffold31.66	15.66	15.32	16.06	18.94	16.98	13.12	8.69	18.43	14.24
evm.model.scaffold31.65	11.2	11.01	11.77	14.95	14.27	13.45	14.28	14.46	13.77
evm.model.scaffold31.64	1.68	3.67	1.96	5.1	9.62	4.27	8.98	19.17	10.23
evm.model.scaffold31.63	0	2.15	0.47	1.95	4.25	1.86	2.95	11.19	4.52
evm.model.scaffold31.62	0	2.73	0.98	2.13	6.28	3.29	3.84	12.37	7.67
evm.model.scaffold31.61	0	0	0	0	0	0.01	0	0.02	0
evm.model.scaffold31.60	0	0.87	0.34	1.13	3.82	1.57	1.37	8.94	3.1
evm.model.scaffold31.6	0.03	0.05	0.04	0.07	0.01	0.01	0.01	0.03	0.06
evm.model.scaffold31.59	5.76	6.29	6.35	7.18	9.76	7.29	7.04	11.12	9.85
evm.model.scaffold31.58	6.48	8.16	5.57	5.98	3.87	6.41	5.32	9.17	4.82
evm.model.scaffold31.57	3.62	4.15	3.4	3.95	4.69	3.71	3.29	5.28	4.36
evm.model.scaffold31.56	2.75	2.99	2.27	3.46	4.2	3.05	3.24	3.26	4.61
evm.model.scaffold31.55	17.67	16.34	16.96	19.08	20.57	17.11	12.31	16.37	16.05
evm.model.scaffold31.54	0.12	0.07	0.08	0.09	0.13	0.04	0.07	0.39	0.01
evm.model.scaffold31.53	25.39	25.09	21.84	31.08	31.07	19.08	21.2	30.19	19.93
evm.model.scaffold31.52	10.98	10.4	9.94	13.58	13.16	11	9.21	13.99	10.69
evm.model.scaffold31.51	510.45	564.69	544.52	344.26	428.11	488.07	575.14	355.5	507.98
evm.model.scaffold31.50	15.78	14.16	13.42	17.79	19.29	13.46	13.93	17.34	15.77
evm.model.scaffold31.5	0.09	6.29	2.5	5.18	15.75	6.75	10.25	32.08	13.27
evm.model.scaffold31.49	24.57	23.38	22.04	26.88	30.09	20.15	19.25	29.8	23.08
evm.model.scaffold31.48	18.2	17.01	17.29	17.8	17.47	15.75	16.33	16.7	15.85
evm.model.scaffold31.47	18.34	18.82	17.22	20.47	20.59	21.16	20.75	24.32	18.61
evm.model.scaffold31.46	5.94	5.18	2.85	7.15	4.33	3.35	3.96	5.48	3.17
evm.model.scaffold31.45	1.33	3.6	1.85	2.84	8.02	3.82	5.36	18.39	7.84
evm.model.scaffold31.44	10.86	10.68	9.59	15.41	17.02	10.05	11.42	14.93	10.68
evm.model.scaffold31.43	0.26	0.33	0.24	0.25	0.1	0.2	0.13	0.33	0.36
evm.model.scaffold31.42	0	0	0.38	0.56	0	0.21	0.21	0.65	0
evm.model.scaffold31.41	0	4.16	1.11	2.21	8.49	3.74	6.18	19.34	6.3
evm.model.scaffold31.40	296.58	237.94	229.35	183.94	139.05	212.3	209	152.96	214.87
evm.model.scaffold31.4	17.56	17.37	16.77	21.89	23.79	19.34	17.81	24.12	22.56
evm.model.scaffold31.39	15.52	22.05	15.79	19.12	22.98	19.48	18.61	23	21.2
evm.model.scaffold31.38	37.14	35.74	37.29	45.22	43.94	34.22	31.59	48.74	36.4
evm.model.scaffold31.37	28.92	29.27	30.08	38.19	38.45	32.84	26.73	40.75	30.46
evm.model.scaffold31.36	17.65	19.4	16.59	20.99	25.36	19.84	20.12	31.12	21.48
evm.model.scaffold31.35	28.08	23.03	26.7	32.63	30.37	23.42	25.37	33.26	23.37
evm.model.scaffold31.34	0.62	7.39	4.91	7.32	19.54	9.95	12.78	36.15	15.69
evm.model.scaffold31.33	9.46	10.14	9.24	11.18	11.13	9.85	9.36	11.22	9.44
evm.model.scaffold31.32	10.08	14.36	7	11.43	16.42	10.96	7.76	8.96	8.5
evm.model.scaffold31.31	7.03	8.01	7.76	6.21	7.33	6.94	5.78	5.93	5.21
evm.model.scaffold31.30	228.42	215.05	222.62	216.89	214.52	179.73	172.35	153.14	140.96
evm.model.scaffold31.3	143.41	140.16	140.17	191.79	181.14	141.66	131.86	201.64	147.01
evm.model.scaffold31.29	7.67	9.11	7.24	10.7	11.31	7.23	5.2	9.33	7.45
evm.model.scaffold31.28	4.17	3.89	3.7	4.34	5.04	3.58	2.07	4.68	3.91
evm.model.scaffold31.27	0.12	0.15	0.04	0.16	0.26	0.06	0.04	0.22	0
evm.model.scaffold31.26	0	2.54	1.3	2.84	5.88	3.19	4.8	13.27	4.69
evm.model.scaffold31.25	0.03	1.11	0.52	1.24	2.82	1.29	2.35	5.07	2.8
evm.model.scaffold31.24	0.06	0.12	0.07	0.12	0.03	0.11	0.11	0.08	0.15
evm.model.scaffold31.23	0	0	0	0	0	0	0	0	0
evm.model.scaffold31.225	1.25	1.59	1.17	1.97	2.19	1.18	1.41	2.75	1.5
evm.model.scaffold31.224	43.43	45.15	31.42	52.53	53.83	36.15	35.32	38.81	53.56
evm.model.scaffold31.223	1.19	0.47	0.9	0.91	1.25	0.72	0.6	0.87	0.96
evm.model.scaffold31.222	2.13	26.73	19.99	1.15	12.76	51.52	61.35	69.75	51.12
evm.model.scaffold31.221	0.84	0.63	0.53	1.01	1.02	0.61	1.01	1.08	0.65
evm.model.scaffold31.220	2.09	2.99	2.54	3.38	4.68	3.12	3.08	4.42	4.24
evm.model.scaffold31.22	75.91	76.16	79.15	129.36	85.93	70.54	60.26	110.48	58.91
evm.model.scaffold31.219	8.89	9.67	9	12.53	14.65	9.38	9.87	14.74	12.94
evm.model.scaffold31.218	17.64	18.33	15.13	18.84	19.04	21.5	26.83	18.89	21.77
evm.model.scaffold31.217	12.37	11.99	11.1	16.03	16.48	13.02	12.02	17.52	12.74
evm.model.scaffold31.216	7.62	7.07	6.73	8.27	7.85	7.39	5.41	8.75	6.47
evm.model.scaffold31.215	10.35	13.93	10.52	12.54	15.84	12.91	8.71	14.24	12.42
evm.model.scaffold31.214	98.03	108.32	106.28	114.52	129.03	99.99	93.21	115.97	105.23
evm.model.scaffold31.213	7.81	8.9	8.99	10.81	12.99	12.36	8.12	12.54	11.73
evm.model.scaffold31.212	6.13	6.24	5.72	7.21	8.52	6.57	6.29	9.21	7.76
evm.model.scaffold31.211	143.29	165.95	144.51	126.74	155.22	147.73	155.99	149.98	168.3
evm.model.scaffold31.210	15.38	15.38	15.12	16.84	19.12	15.36	13.35	17.51	14.4
evm.model.scaffold31.21	23.67	18.37	21.97	34.5	23.04	19.85	21.36	28.24	19.71
evm.model.scaffold31.209	0	0.15	0.12	0.17	0.43	0.2	0.39	0.8	0.23
evm.model.scaffold31.208	22.45	100.5	21.97	4.56	57.11	6.2	22.59	10.98	3.11
evm.model.scaffold31.207	23.67	9.55	9.85	21.39	5.82	6.31	21.75	2.49	6.65
evm.model.scaffold31.206	1.76	3.51	1.69	3.11	3.58	1.31	3.9	7.07	1.45
evm.model.scaffold31.205	0.16	0	0.08	0	0.09	0	0.09	0	0
evm.model.scaffold31.204	0.45	0.56	0.22	0	0.13	0.36	0	0.37	0.11
evm.model.scaffold31.203	50.05	32.75	55.02	36.49	35.56	39.72	30.07	38.99	51.82
evm.model.scaffold31.202	1.04	0.86	3.61	1.24	1.76	3.9	0.81	1.1	5.82
evm.model.scaffold31.201	9.75	12.13	8.27	15.11	13.27	6.58	7.64	12.12	7.54
evm.model.scaffold31.200	0.11	6.05	1.79	4.11	12.84	5.34	6.74	25.71	9.71
evm.model.scaffold31.20	23.22	24.4	22.67	32.81	31.79	25.13	22.65	32.96	25.52
evm.model.scaffold31.2	108.05	89.06	108.68	121.92	120.92	73.78	77.09	101.64	79.89
evm.model.scaffold31.199	9.18	11.25	8.48	12.04	13.57	5.81	4.53	12.19	5.66
evm.model.scaffold31.198	12.23	12.29	11.89	16.08	16.7	13.24	12.38	14.42	14.83
evm.model.scaffold31.197	23.51	22.5	21.41	28.26	28.83	21.44	22.49	33.1	23.23
evm.model.scaffold31.196	15.06	20.56	15.63	18.73	32.15	16.34	12.97	37.03	17.66
evm.model.scaffold31.195	55.21	49.16	56.38	60.3	48.09	71.02	54.11	67.05	44.22
evm.model.scaffold31.194	74.3	105.18	81.06	84.04	125.84	86.17	77.11	103.26	91.62
evm.model.scaffold31.193	5.45	3.63	4.75	5.62	5.46	4.16	5.56	7.63	4.95
evm.model.scaffold31.192	36.35	33.69	29.66	52.29	48.16	23.4	31.79	47.72	30.95
evm.model.scaffold31.191	74.26	72.93	73.01	93.86	91.37	62.19	64.43	89.6	73.64
evm.model.scaffold31.190	12.02	11.21	10.87	14.59	16.06	10.8	10.7	14.04	12.88
evm.model.scaffold31.19	1.44	4.67	1.92	0.55	2.15	1.35	1.53	1.93	1.21
evm.model.scaffold31.189	9.59	9.52	8.66	9.86	12.12	8.89	9.3	10.23	9.36
evm.model.scaffold31.188	20.45	24.26	18.54	25.42	31.75	21.55	17.99	28.28	23.28
evm.model.scaffold31.187	0.35	0.44	0.36	0.65	0.66	0.41	0.54	0.49	0.5
evm.model.scaffold31.186	127.86	125.05	115.54	168.32	164.36	151.99	149.22	204.39	159.64
evm.model.scaffold31.185	36.95	38.57	32.51	46.59	48.83	32.04	31.9	45.14	37.43
evm.model.scaffold31.184	271.61	255.44	310.9	485.85	411.45	199.93	195.15	363.44	244.64
evm.model.scaffold31.183	144.58	138.67	131.48	224	162.9	166.65	157.04	213.9	132.39
evm.model.scaffold31.182	0	0	0	0	0	0	0	0	0
evm.model.scaffold31.181	0.72	0.54	0.64	0.68	0.58	0.65	0.74	0.78	0.8
evm.model.scaffold31.180	0.89	0.73	0.71	1.5	0.74	0.75	0.69	1.03	0.65
evm.model.scaffold31.18	5.28	5.84	5.48	6.32	5.95	8.3	4.29	6.94	5.73
evm.model.scaffold31.179	52.97	49.43	48.83	64.26	57.88	48.94	39.99	58.59	49.21
evm.model.scaffold31.178	0.85	12.93	12.21	20.22	37.76	18.72	25.1	51.26	38.12
evm.model.scaffold31.177	171.32	127.67	101.28	128.53	133.86	82.06	103.11	148.05	97.7
evm.model.scaffold31.176	0.11	6.76	3.63	6.46	17.81	8.58	11.21	31.41	15.42
evm.model.scaffold31.175	0.11	8.57	3.89	6.88	18.72	7.98	12.89	37.27	17.26
evm.model.scaffold31.174	74.11	65.98	65.72	112.79	52.85	54.46	55.57	78.17	46.83
evm.model.scaffold31.173	23.36	26.05	23.68	32.46	27.28	29.65	27.26	29.67	27.83
evm.model.scaffold31.172	16.05	21.08	16.19	18.04	20.61	19.88	18.9	20.02	22.99
evm.model.scaffold31.171	14.77	16.15	15.62	20.17	23.56	18.72	15.78	22.32	22.55
evm.model.scaffold31.170	141.3	111.73	120.61	143.86	160.15	119.17	119.26	155.03	134.71
evm.model.scaffold31.17	6.46	5.55	7.12	11.07	5.28	10.84	3.89	5.94	7.05
evm.model.scaffold31.169	4.48	3.65	3.89	5.35	5.27	4.66	4.15	5.54	6.2
evm.model.scaffold31.168	34.37	15.06	32.44	34.49	11.43	16	31.75	17.92	9.8
evm.model.scaffold31.167	11.43	10.71	9.28	14.43	1.53	19.68	26.41	5.88	11.1
evm.model.scaffold31.166	28.33	11.61	30.66	33.18	15.79	13.26	16.29	11.91	23.11
evm.model.scaffold31.165	0	2.49	0.43	1.86	3.26	2.54	3.1	10.49	5.4
evm.model.scaffold31.164	0	0	0	0	0	0	0	0	0
evm.model.scaffold31.163	0	0	0	0	0	0	0	0	0
evm.model.scaffold31.162	0	0	0	0	0	0	0	0	0
evm.model.scaffold31.161	10.47	10.39	12.37	11.5	12.05	11.29	8.55	11.88	12.75
evm.model.scaffold31.160	0.8	3.91	2.35	4.03	9.68	5.11	6.28	19.49	7.64
evm.model.scaffold31.16	1.23	1.36	2.54	0.64	1.33	5.11	3.6	0.75	5.96
evm.model.scaffold31.159	44.86	36.3	36.18	59.13	49.9	44.87	45.67	53.31	39.21
evm.model.scaffold31.158	66.64	70.17	66.14	81.11	86.97	76.89	65.66	88.26	70.49
evm.model.scaffold31.157	24.86	23.44	20.91	27.47	28.55	23.21	19.09	29.05	22.64
evm.model.scaffold31.156	32.89	28.57	28.22	42.38	38.74	31.92	28.48	33.96	34.09
evm.model.scaffold31.155	8.64	7.74	8.73	9.86	9.35	10.1	7.22	10.72	8.46
